unique_key,lang,link,question_number,flores_passage,question,mc_answer1,mc_answer2,mc_answer3,mc_answer4,correct_answer_num,dialect,ds
https://en.wikinews.org/wiki/Remnants_of_Hurricane_Felicia_affect_Hawaii_2,swh_Latn,https://en.wikinews.org/wiki/Remnants_of_Hurricane_Felicia_affect_Hawaii,2,"Felicia, iliyokuwa kwa wakati mmoja dhoruba ya Kategoria ya 4kwenye kiwango cha Vimbunga cha Saffir- Simpson, ilidhoofika hadi unyongovu wa kitropiki kabla ya kufifia Jumanne. Mabaki yake yalitoa rasharasha katika visiwa vingi, ingawa kufikia sasa, hakuna uharibifu au mafuriko yaliyoripotiwa. Usafirishaji wa joto uliofikia inchi 6.34 kwenye geji katika Oahu, ulielezewa kuwa na “ faida”. Mvua kiasi iliandamana na ngurumo na radi za mara kwa mara.",Ni taarifa gani kuhusu Kimbunga Felicia si kweli?,Mvua iliyotokana nayo ilifaidi Oahu ,Kwanza ilibainishwa kuwa unyongovu wa kitropiki kabla ya kugeuka kuwa dhoruba ya Kategoria ya 4,Visiwa vingi vilipata usafirishaji wa joto,Baadhi ya mvua ziliambatana na radi,2,swh_Latn,2023-07-21
https://en.wikinews.org/wiki/Romanian_artists_auction_off_their_works_for_tsunami_victims_2,swh_Latn,https://en.wikinews.org/wiki/Romanian_artists_auction_off_their_works_for_tsunami_victims,2,"Tukio hilo la kisanaa pia ni sehemu ya kampeni ya Bucharest City Hall ambayo ina lengo la kuzindua taswira ya mji huo mkuu wa Romania kama jiji bunifu la kusisimua. Jiji litakuwa la kwanza katika Uropa kusini mashariki kuwa mwenyeji wa CowParade, tukio kubwa zaidi duniani la umma la sanaa, katikati mwa Juni na Agosti mwaka huu.","Je, ni kauli gani kati ya zifuatazo inaelezea CowParade kwa usahihi?","""Hufanyika tu katika majiji ambayo yanachukuliwa kuwa """"ya kibunifu"""" """,Ilibuniwa na Bucharest City Hall,Ni tukio la sanaa ambalo hufanyika msimu wa kiangazi kote Uropa kusini mashariki,Ni tukio kubwa zaidi duniani la sanaa la umma,4,swh_Latn,2023-07-21
https://en.wikinews.org/wiki/Russian_military_cargo_jet_crash_kills_eleven_in_Siberia_2,swh_Latn,https://en.wikinews.org/wiki/Russian_military_cargo_jet_crash_kills_eleven_in_Siberia,2,"Ndege ilikuwa inaelekea Irkutsk na ilikuwa ikiendeshwa na majeshi ya ndani. Uchunguzi ulianzishwa ili kupeleleza. Il-76 imekuwa sehemu kuu ya wanajeshi wa Urusi na Sovieti tangu miaka ya 1970, na tayari walikuwa wameona ajali mbaya huko Urusi mwezi uliopita. Mnamo Oktoba 7 injini ilijitenga wakati wa kuruka, bila majeraha. Urusi iliweka Il-76 kando baada ya ajali hiyo.",II-76 ni nini?,Nyambizi,Kifaru,Ndege,Treni,3,swh_Latn,2023-07-21
https://en.wikinews.org/wiki/Sandra_Fluke_insists_she_will_not_be_silenced_2,swh_Latn,https://en.wikinews.org/wiki/Sandra_Fluke_insists_she_will_not_be_silenced,2,Fluke aliandika kwamba juhudi za baadhi kuzamisha wanawake wasizungumze kuhusu uzima wa wanawake hazikufaulu. Alifikia hitimisho hili kutokana na wingi wa maoni chanya na kutiwa moyo kwake na wake kwa waume waliohimiza kuwa matibabu ya uzazi yachukuliwe kuwa mahitaji muhimu ya kimatibabu.,"Kwa mujibu wa kifungu hiki, ni nini ambacho baadhi ya watu hawakutaka wanawake wazungumze kuhusu?",Waume,Gharama za kimatibabu,Afya ya wanawake,Fluke,3,swh_Latn,2023-07-21
https://en.wikinews.org/wiki/Scientists_report_two_life-saving_treatments_for_Ebola_2,swh_Latn,https://en.wikinews.org/wiki/Scientists_report_two_life-saving_treatments_for_Ebola,2,"Huku chanjo moja ya majaribio ikionekana kupunguza vifo kutokana na Ebola, hadi kufikia sasa, hakuna dawa zimeonyeshwa dhahiri kufaa kutibu maambukizo yaliyoko. Kinywaji kimoja cha kingamwili, ZMapp, hapo awali kilionyesha ahadi uwanjani, lakini tafiti rasmi zilionyesha kilikuwa na faida kidogo kuliko ilivyotafutwa katika kuzuia kifo. Katika jaribio la PALM, Zmapp ilitumika kama kidhibiti, kumaanisha wanasayansi waliitumia kama msingi na kulinganisha matibabu mengine matatu nayo.",Ni kauli gani kati ya zifuatazo ina maelezo sahihi kuhusu jaribio la PALM?,Utafiti ulionyesha kuwa huenda ulikuwa na manufaa zaidi kuliko ilivyodhaniwa hapo awali,"Dawa kidhibiti ililinganishwa na matibabu mengine matatu, ZMapp ikiwa mojawapo",ZMapp ilitumika kama dawa kidhibiti katika jaribio,Imeonekana kuwa na ufanisi katika kutibu maambukizo yaliyoko,3,swh_Latn,2023-07-21
https://en.wikinews.org/wiki/Scientists_say_new_medical_diagnostic_chip_can_sort_cells_anywhere_with_an_inkjet_1,swh_Latn,https://en.wikinews.org/wiki/Scientists_say_new_medical_diagnostic_chip_can_sort_cells_anywhere_with_an_inkjet,1,"Mnamo Jumatatu, wanasayansi kutoka Shule ya Tiba ya Chuo Kikuu cha Stanford walitangaza uvumbuzi wa kifaa kipya cha utambuzi ambacho kinaweza kupanga seli kwa aina: kidude kidogo kinachoweza kuchapwa, na ambacho kinaweza kutengenezwa kwa kutumia printa ya kawaida ya kupuliza rangi, yawezekana kwa takribani senti moja ya Marekani kwa kila moja. Watafiti wakuu wanasema hili linaweza kuleta ugunduzi wa mapema wa saratani, kifua kikuu, ukimwi na malaria kwa wagonjwa katika nchi zenye mapato ya chini, ambapo viwango vya kupona kwa magonjwa kama vile saratani ya matiti vinaweza kuwa nusu ya vile vya nchi tajiri.",Watafiti wanafikiria kidude kipya kitakuwa muhimu zaidi wapi?,Katika nchi zenye mapato ya chini,Katika nchi tajiri,Nchini Marekani,Katika Chuo Kikuu cha Stanford,1,swh_Latn,2023-07-21
https://en.wikinews.org/wiki/Scientists_say_the_moon_is_slowly_shrinking_1,swh_Latn,https://en.wikinews.org/wiki/Scientists_say_the_moon_is_slowly_shrinking,1,"Wanasayansi wamegundua miundo ya ardhi iliyojaa juu ya mwezi inayoitwa lobate scarps ambayo inaonekana imetokana na kunywea kwa mwezi polepole sana. Chakavu hizi zilipatikana kote kwenye mwezi na kuonekana kumomonyoka kidogo,kuashiria kwamba matukio ya kijiolojia ambayo yaliziunda yalikuwa ya hivi karibuni. Nadharia hii inapinga dai kwamba mwezi hauna shughuli za kijiolojia kamwe.","Kwa mujibu wa kifungu hiki, ni taarifa gani kuhusu lobate scarps si ya kweli?",Kuna uwezekano kuwa matukio ya kijiolojia ambayo yaliziunda yalikuwa ya hivi karibuni,Uwepo wao unamaanisha kuwa mwezi una shughuli za kijiolojia,Huenda ni matokeo ya kunywea kwa mwezi,Si nyingi zilipatikana juu ya mwezi,4,swh_Latn,2023-07-21
https://en.wikinews.org/wiki/Sealing_ships_trapped_in_ice_off_coast_of_Newfoundland_2,swh_Latn,https://en.wikinews.org/wiki/Sealing_ships_trapped_in_ice_off_coast_of_Newfoundland,2,"Pamoja na barafu iliyoponda, hali kali za hewa zimekuwa zikizuia juhudi za uokoaji. Pittman alipendekeza kwamba hali hazingeboreka hadi wakati fulani wiki ijayo. Kiasi na unene wa tando hilo la barafu, kulingana na Pittman, ndicho kibaya zaidi ambacho kimewahi kuwa kwa wawindaji kwa miaka 15 iliyopita.","Pamoja na barafu, ni nini kingine kinachoathiri juhudi za uokoaji?",Kukosa vifaa,Hali za hewa,Kukosa usaidizi,Wawindaji,2,swh_Latn,2023-07-21
https://en.wikinews.org/wiki/Susan_G._Komen_Foundation_stops_funding_to_Planned_Parenthood_2,swh_Latn,https://en.wikinews.org/wiki/Susan_G._Komen_Foundation_stops_funding_to_Planned_Parenthood,2,"Leslie Aun, msemaji wa Shirika la Komen, alisema kuwa shirika hilo lilipitisha sheria mpya ambayo hairuhusu ruzuku au ufadhili kutolewa kwa mashirika ambayo yanafanyiwa upelelezi wa kisheria. Sera ya Komen ilisitisha Planned Parenthood kwa sababu ya uchunguzi unaosubiri jinsi Planned Parenthood hutumia na kuripoti pesa zake ambao unaongozwa na Mwakilishi Cliff Stearns. Stearns anapepeleza kama ushuru hutumika katika utoaji wa mimba kupitia uzazi uliopangwa katika jukumu lake kama mwenyekiti wa Usimamizi na Upelelezi kwenye kamati ndogo, ambayo iko chini ya kamati ya nyumba, nishati na biashara.",Cliff Stearns ni mkuu wa kamati gani?,"Kamati ya nyumba, nishati na biashara",Shirika la Komen,Uzazi Uliopangwa,Usimamizi na Upelelezi kwenye kamati ndogo,4,swh_Latn,2023-07-21
https://en.wikinews.org/wiki/Texas_governor_and_health_officials_address_public_regarding_Ebola_case_1,swh_Latn,https://en.wikinews.org/wiki/Texas_governor_and_health_officials_address_public_regarding_Ebola_case,1,"""Akiongozana na maafisa hao, alihakikishia wananchi wa Texas kuwa hatua zilikua zinachukuliwa kulinda usalama wa umma. Perry alisema hasa, “Kuna sehemu chache duniani ambazo zina uwezo mzuri zaidi wa kukabiliana na changamoto iliyoko katika kesi hii.” Gavana pia alitamka, “Leo, tulifahamu kwamba baadhi ya watoto walio na umri wa kwenda shuleni wametambuliwa kama waliokuwa wametangamana na mgonjwa.” Aliendelea kusema, """"Kesi hii ni nzito. Kuwa na uhakika kwamba mfumo wetu unafanya kazi vyema kama inavyopaswa.""""""","Kama ilivyoelezwa katika kifungu hiki, ni nani hasa alitangamana na mgonjwa?",Gavana,Watoto,Maafisa wa Texas,Wananchi wa eneo hilo,2,swh_Latn,2023-07-21
https://en.wikinews.org/wiki/Thousands_march_in_London_calling_for_David_Cameron%27s_resignation_over_tax_affairs_2,swh_Latn,https://en.wikinews.org/wiki/Thousands_march_in_London_calling_for_David_Cameron%27s_resignation_over_tax_affairs,2,"Maandamano yalianza takriban saa 5 saa za ndani (UTC+1) katika Whitehall mkabala na mlango wa Mtaa wa Downing unaolindwa na polisi, Makao rasmi ya Waziri Mkuu. Muda mfupi baada ya saa 5, waandamanaji walizuia trafiki kwenye njia ya kuelekea kaskazini katika Whitehall. Saa 11 dakika 20, polisi waliwataka waandamanaji warudi nyuma kando ya barabara, wakisema kwamba walihitaji kusawazisha haki ya kuandamana na msongamano wa magari. Karibu 11:29, maandamano yalisonga juu katika Whitehall, kupita Trafalgar Square, kupitia Strand, kupita karibu na Aldwych na juu katika Kingsway kuelekea Holborn ambapo Chama cha Conservative kiliendesha Mkutano wa Majira ya Mchipuo kwenye hoteli ya Grand Connaught Rooms.",Ni saa ngapi polisi waliwataka waandamanaji kurudi nyuma ili kuepusha msongamano zaidi wa magari?,Karibu saa 11:00,Saa 11:29,Kabla ya 11:00,Saa 11 dakika 20,4,swh_Latn,2023-07-21
https://en.wikinews.org/wiki/Toronto_team-led_research_on_Type_1_Diabetes_%27groundbreaking%27_1,swh_Latn,https://en.wikinews.org/wiki/Toronto_team-led_research_on_Type_1_Diabetes_%27groundbreaking%27,1,"""""""Sasa tuna panya wenye umri wa miezi minne ambao hawana kisukari ambao awali walikuwa na kisukari"""", aliongeza. Dak. Ehud Ur, profesa wa udaktari katika chuo kikuu cha Dalhousie kule Halifix, Nova Scotia na mwenyekiti wa kitengo cha kliniki na kisayansi kwenye ushirika wa ugonjwa wa kisukari nchini Canada alionya kuwa utafiti bado uko kwenye siku za mapema. Kama wataalam wengine, ana shaka kuhusu kama ugonjwa wa kisukari unaweza kutibiwa, akagundua kuwa matokeo haya hayana umuhimu kwa watu ambao tayari wana ugojwa wa kisukari wa aina 1.""",Ni gani kweli kuhusu utafiti uliofanywa na Dak. Ehud Ur?,Matokeo yanaweza kuwa ya manufaa kwa wagonjwa ambao tayari wana ugonjwa wa kisukari wa aina 1,Baadhi ya panya ambao walikuwa na kisukari hawana kisukari tena,Ana matumaini kuwa matokeo yanaweza kuleta tiba,Baadhi ya panya ambao hawakuwa na kisukari sasa wana kisukari,2,swh_Latn,2023-07-21
https://en.wikinews.org/wiki/Toronto_team-led_research_on_Type_1_Diabetes_%27groundbreaking%27_2,swh_Latn,https://en.wikinews.org/wiki/Toronto_team-led_research_on_Type_1_Diabetes_%27groundbreaking%27,2,"""""""Sasa tuna panya wenye umri wa miezi minne ambao hawana kisukari ambao awali walikuwa na kisukari"""", aliongeza. Dak. Ehud Ur, profesa wa udaktari katika chuo kikuu cha Dalhousie kule Halifix, Nova Scotia na mwenyekiti wa kitengo cha kliniki na kisayansi kwenye ushirika wa ugonjwa wa kisukari nchini Canada alionya kuwa utafiti bado uko kwenye siku za mapema. Kama wataalam wengine, ana shaka kuhusu kama ugonjwa wa kisukari unaweza kutibiwa, akagundua kuwa matokeo haya hayana umuhimu kwa watu ambao tayari wana ugojwa wa kisukari wa aina 1.""","Kwa mujibu wa kifungu hiki, Dk. Ur ana shaka kuhusu nini?",Ikiwa matokeo ni muhimu kwa watu walio na ugonjwa wa kisukari wa aina ya 1,Ikiwa tiba inaweza kupatikana,Maoni ya wataalam wengine kuhusu tiba,Ikiwa panya wasio na kisukari watabaki hivyo,2,swh_Latn,2023-07-21
https://en.wikinews.org/wiki/United_States_warns_of_suicide_attacks_in_Kenya_and_Ethiopia_1,swh_Latn,https://en.wikinews.org/wiki/United_States_warns_of_suicide_attacks_in_Kenya_and_Ethiopia,1,"""Ubalozi wa Marekani ulio katika Nairobi, Kenya umetoa ilani kwamba """"watu wenye msimamo mkali kutoka Somalia"""" wanapanga kufanya shambulio la bomu katika Kenya na Ethiopia. Amerika inasema imepokea habari kutoka kwa chanzo kisicho wazi ambacho kinataja haswa matumizi ya walipuaji mabomu wa kujitolea mhanga kulipua """"alamardhi maarufu"""" nchini Ethiopia na Kenya.""","Kwa mujibu wa kifungu hiki, ni nani aliyeipa Marekani habari kuhusu mashambulizi yanayoweza kutokea?",Watu wenye msimamo mkali kutoka Somalia ,Ubalozi wa Ethiopia,Chanzo kisicho wazi,Chanzo nchini Kenya,3,swh_Latn,2023-07-21
https://en.wikinews.org/wiki/Young_motorcycle_racer_Peter_Lenz_dies_in_race_crash_aged_13_1,swh_Latn,https://en.wikinews.org/wiki/Young_motorcycle_racer_Peter_Lenz_dies_in_race_crash_aged_13,1,"Peter Lenz, mwendeshaji wa pikipiki za mashindano mwenye umri wa miaka 13, alifariki baada ya kuhusika katika ajali kwenye Motor Speedway ya Indianapolis. Wakati akiwa kwenye mazoezi yake ya matayarisho, Lenz alianguka kutoka kwa baiskeli yake, kisha akagongwa na mwanariadha mwenzake Xavier Zayat. Mara moja alihudumiwa na wafanyikazi wa matibabu ya kufuatilia na kusafirishwa hadi hospitali ya eneo hilo ambapo baadaye alifariki. Zayat hakujeruhiwa katika ajali hiyo.",Peter Lenz alifariki lini?,Akiwa kwenye mazoezi ya matayarisho,Baada ya kuanguka kwenye baiskeli yake,Hospitalini,Akiwa na wafanyakazi wa matibabu,3,swh_Latn,2023-07-21
https://en.wikinews.org/wiki/Young_motorcycle_racer_Peter_Lenz_dies_in_race_crash_aged_13_2,swh_Latn,https://en.wikinews.org/wiki/Young_motorcycle_racer_Peter_Lenz_dies_in_race_crash_aged_13,2,"Peter Lenz, mwendeshaji wa pikipiki za mashindano mwenye umri wa miaka 13, alifariki baada ya kuhusika katika ajali kwenye Motor Speedway ya Indianapolis. Wakati akiwa kwenye mazoezi yake ya matayarisho, Lenz alianguka kutoka kwa baiskeli yake, kisha akagongwa na mwanariadha mwenzake Xavier Zayat. Mara moja alihudumiwa na wafanyikazi wa matibabu ya kufuatilia na kusafirishwa hadi hospitali ya eneo hilo ambapo baadaye alifariki. Zayat hakujeruhiwa katika ajali hiyo.",Xavier Zayat ni nani?,Mfanyakazi wa matibabu wa kufuatilia,Mwendeshaji mwingine wa pikipiki za mashindano,Daktari,Shabiki,2,swh_Latn,2023-07-21
https://en.wikivoyage.org/wiki/Airline_alliances_1,swh_Latn,https://en.wikivoyage.org/wiki/Airline_alliances,1,"Unafaa kuchagua kampuni ya Usafiri wa Mara Nyingi katika muungano kwa makini. Ingawa unaweza kudhani ni bora zaidi kujiunga na kampuni ya ndege unayotumia zaidi, unapaswa kujua kuwa marupurupu yanayotolewa mara nyingi ni tofauti na pointi za usafiri wa mara kwa mara huenda zikawa karimu zaidi chini ya kampuni tofauti katika muungano mmoja.","Kulingana na kifungu, unapochagua kampuni ya Usafiri wa Mara Nyingi katika muungano, ni lipi kati ya zifuatazo unapaswa kulipa kipaumbele?",Kampuni ya ndege inayotoa pointi nyingi zaidi,Kampuni ya ndege katika muungano mkubwa zaidi,Kampuni ya ndege unayotumia kusafiri mara nyingi zaidi,Kampuni ya ndege ambayo huenda inaongeza marupurupu ya ziada ,1,swh_Latn,2023-07-21
https://en.wikivoyage.org/wiki/Bed_and_breakfasts_1,swh_Latn,https://en.wikivoyage.org/wiki/Bed_and_breakfasts,1,"Katika nchi zilizoendelea leo, kuandaa kitanda cha deluksi na kiamshakinywa imeimarishwa kwa aina fulani ya kisanaa. Mwishowe, ni wazi kwamba B&amp;Bs hushindana haswa kwenye vitu viwili vikuu: matandiko na kiamsha kinywa. Ipasavyo, katika bora zaidi ya vituo hivyo mtu anafaa kupata matandiko ya kistarehe zaidi, pengine firasha iliyotengenezwa kwa mkono au kitanda cha kizamani. Kiamsha kinywa kinaweza kujumuisha faraha za misimuwa kutoka katika eneo au mlo maalum ya mwenyeji. Kikao kinaweza kuwa kwenye jumba nzee la kihistoria lililo na vyombo vya kale, uwanja wenye nyasi zilizokatwa vizuri na bwawa la kuogelea.","Kulingana na kifungu hiki, ni huduma gani kati ya zifuatazo haziwezi kupewa kipaumbele na huduma ya hali ya juu ya kitanda na kiamshakinywa?",Vitu maalum kwenye menyu,Vyombo vya kipekee vya kale,Nyaja za nje zilizohifadhiwa vizuri,WiFi ya haraka,4,swh_Latn,2023-07-21
https://en.wikivoyage.org/wiki/Boating_on_the_Baltic_Sea_2,swh_Latn,https://en.wikivoyage.org/wiki/Boating_on_the_Baltic_Sea,2,"Maharamia wa Skandinavia walitumia njia za majini za Kirusi kufika kwenye Bahari Nyeusi na Bahari ya Kaspi. Sehemu za njia hizo bado zinaweza kutumika. Angalia uwezekano wa kuhitaji vibali maalum, ambavyo huenda ikawa vigumu kuvipata. Mfereji kati ya Bahari Nyeupe na Baltic huunganisha Bahari kuu ya Atiki na Bahari ya Baltic, kupitia Ziwa Onega, Ziwa Ladoga na Saint Petersburg, mara nyingi kwa mito na maziwa. Ziwa Onega limeunganishwa na Volga, kwa hivyo bado inawezekana kusafiri kutoka Bahari Caspian kupitia Urusi.","Je, mfereji kati ya Bahari Nyeupe na Baltic unaunganisha nini?",Bahari Nyeusi na Bahari ya Kaspi,Ziwa Onega na Mto Volga,Bahari ya Atiki na Bahari ya Baltic,Bahari ya Kusini na Bahari Nyekundu,3,swh_Latn,2023-07-21
https://en.wikivoyage.org/wiki/Budget_travel_1,swh_Latn,https://en.wikivoyage.org/wiki/Budget_travel,1,"Ikiwa unataka kuuona ulimwengu kwa urahisi, kwa umuhimu, mtindo wa maisha au chamgamoto, kuna baadhi ya njia za kufanya hivyo. Kimsingi wao huwa katika vikundi viwili: fanya kazi ukiwa safarini ama jaribu upunguze gharama zako. Nakala hii inaangazia wa mwisho. Kwa wale walio tayari kuacha starehe, muda na utabiri ili kupunguza garama hadi sufuri, angalia usafiri wa bajeti ndogo. Ushauri huo unachukulia kuwa wasafiri hawaibi, hawana uingiliaji, hawashiriki katika soko haramu, hawaombi, au kunyonya watu wengine kwa faida yao.","Kwa mujibu wa kifungu hiki, ni kipi kati ya zifuatazo hakitakuwa kidokezo kilichopendekezwa kwa usafiri wa bajeti ndogo?",Tafuta kazi za kufanya wakati wa safari zako,Kuwa tayari kupunguza starehe,Omba watu pesa,Punguza gharama kama vile chakula na malazi,3,swh_Latn,2023-07-21
https://en.wikivoyage.org/wiki/Canyoning_1,swh_Latn,https://en.wikivoyage.org/wiki/Canyoning,1,"Kuingia kwenye korongo (au: canyoneering) ni kuhusu kwenda chini ya korongo, ambayo imekauka au imejawa na maji. Mchezo wa korongo huchanganya vipengele kutoka kuogelea, kupanda na kuruka--lakini unahitaji mafunzo kiasi au hali nzuri ya kimwili ili kuanza (ukilinganishwa na kupanda mwamba, upigaji mbizi wa scuba au kuteleza milimani, kwa mfano).",Ni ipi kati ya zifuatazo haihitajiki ili kuanza kuingia kwenye korongo?,Uwezo wa kuogelea,Hali nzuri ya mwili,Uwezo wa kuruka ,Kiasi kidogo cha mafunzo,2,swh_Latn,2023-07-21
https://en.wikivoyage.org/wiki/Caucasus_1,swh_Latn,https://en.wikivoyage.org/wiki/Caucasus,1,"Mnamo 1994, eneo la Azabaijan lililo la Nagorno-Karabakh kikabila lilifanya vita dhidi ya Azeris. Kwa kuungwa mkono na Armenia, jamhuri mpya iliundwa. Hata hivyo, hakuna nchi thabiti - si hata Armenia - huitambua kirasmi. Hoja za kidiplomasia dhidi ya eneo hilo zinaendelea kutatiza uhusiano kati ya Armenia na Azerbaian.",Ni nini ambacho hakitambuliwi na Armenia?,Eneo la Nagorno-Karabakh,Vita dhidi ya Azeris,Hoja za kidiplomasia za Azerbaijani,Jamhuri mpya,4,swh_Latn,2023-07-21
https://en.wikivoyage.org/wiki/Corcovado_National_Park_2,swh_Latn,https://en.wikivoyage.org/wiki/Corcovado_National_Park,2,"Ni lazima vibali vihifadhiwe mapema. Lazima uwe na kibali ili kukaa usiku kucha. Sirena ndicho kituo pekee cha walinzi ambacho hutoa malazi ya bweni na vyakula moto pamoja na kambi. La Leona, San Pedrillo, na Los Patos hutoa kambi bila huduma ya chakula. Inawezekana kupata vibali vya mbuga moja kwa moja kutoka kwa Kituo cha Walinzi katika Puerto Jimerez, lakini hawakubali kadi za deni. Huduma ya Mbuga (MINAE) haitoi vibali vya zaidi ya mwezi mmoja kabla ya kutarajiwa kwa kuwasili. CafeNet El Sol hutoa huduma ya kuhifadhi kwa ada ya dola 30 za Kimarekani na pasi za siku moja kwa dola 10 za kimarekani; maelezo kwenye ukurasa wao wa Corcovado.","Kwa mujibu wa kifungu hiki, unaweza kuhifadhi wapi kibali cha mbuga ikiwa ungependa kutumia pesa taslimu badala ya mkopo?",Sirena,Puerto Jiménez,CafeNet El Sol,La Leona,2,swh_Latn,2023-07-21
